Molecule_Name,inchikey,repeat_0,repeat_1,repeat_2,repeat_3,repeat_4
OCNT-2308822,QECPZZNXERNMLC-HJWAUIETSA-N,0,4,4,4,0
OCNT-2308829,SQNZLQKMVFUELG-UHFFFAOYSA-N,1,0,2,2,2
OCNT-2308832,JPQWFLUGYXVHBX-UHFFFAOYSA-N,3,3,1,1,1
OCNT-2308837,IDEYJIBZURGBOJ-UHFFFAOYSA-N,4,1,4,4,2
OCNT-2308838,ADFCSRJBTBPUKM-UHFFFAOYSA-N,4,1,4,4,0
OCNT-2308839,XWYFLAJZGXTDDA-UHFFFAOYSA-N,2,0,3,3,1
OCNT-2308840,CBVFCOZDGIOTGW-UHFFFAOYSA-N,2,0,0,4,1
OCNT-2308842,FQCKBCZETREUQU-UHFFFAOYSA-N,0,4,0,4,4
OCNT-2308847,JQGRCFSKLLFIPC-UHFFFAOYSA-N,3,2,4,4,1
OCNT-2308850,UOEJFTCEQBIHPZ-UHFFFAOYSA-N,2,4,3,4,2
OCNT-2308851,ANWFMPNNWUQEGN-UHFFFAOYSA-N,0,2,3,1,4
OCNT-2308852,JTEWTVFVNPJYQY-UHFFFAOYSA-N,0,2,1,0,1
OCNT-2308854,SXDCQGPXENGXSP-UHFFFAOYSA-N,3,4,3,2,4
OCNT-2308855,LHANYQYWDMCDJS-UHFFFAOYSA-N,3,0,1,0,2
OCNT-2308857,JOVSAVNPGWRRBL-UHFFFAOYSA-N,3,4,3,1,2
OCNT-2308858,RPDJRGYDAQZMIA-UHFFFAOYSA-N,2,2,1,0,2
OCNT-2308859,GBMQYCYKGKXERN-UHFFFAOYSA-N,1,4,0,2,4
OCNT-2308860,GENBLLCBSGBWSV-UHFFFAOYSA-N,0,0,1,1,1
OCNT-2308864,HMLCRQUVBWFOAN-UHFFFAOYSA-N,3,0,3,4,1
OCNT-2308865,HLWSELWQVJODKI-UHFFFAOYSA-N,3,2,0,4,1
OCNT-2308866,TZHCGVRZHACKPM-UHFFFAOYSA-N,0,0,3,4,1
OCNT-2308867,JPPCYARQPPFARN-AWEZNQCLSA-N,1,2,4,3,1
OCNT-2308870,XNMUUYXWCVFULU-UHFFFAOYSA-N,4,4,1,4,0
OCNT-2308871,XGUUIGANFHYZOD-GXSJLCMTSA-N,1,0,2,0,0
OCNT-2308872,PFOQBJFOBMXIFQ-OLZOCXBDSA-N,0,4,3,0,2
OCNT-2308873,WFKYDZIZOHIRRU-UHFFFAOYSA-N,2,1,3,1,1
OCNT-2308874,KQKCGQUCCTXYTA-UHFFFAOYSA-N,1,3,4,1,4
OCNT-2308876,LEHCXNHICCYZMN-WFASDCNBSA-N,1,4,2,3,3
OCNT-2308879,CDHJEMYPBYQHIH-UHFFFAOYSA-N,3,3,1,0,2
OCNT-2308881,FMCIAELCEAIQAU-UHFFFAOYSA-N,3,4,1,1,4
OCNT-2308884,SDTAXCBCRRJDSR-UHFFFAOYSA-N,1,2,1,2,4
OCNT-2308889,GKBBWEMJHFFLAB-UHFFFAOYSA-N,3,2,4,1,3
OCNT-2308890,DXWBHDVTIHPDRA-UHFFFAOYSA-N,1,0,3,4,2
OCNT-2308894,RVZPIOQWBDIUBO-UHFFFAOYSA-N,1,1,3,4,1
OCNT-2308896,IWYYRRQCEGSTII-UHFFFAOYSA-N,1,2,4,4,4
OCNT-2308899,RDYYEQXKMUGSDS-UHFFFAOYSA-N,1,0,2,1,4
OCNT-2308900,MNXQQFJGACBPSP-UHFFFAOYSA-N,3,2,1,4,3
OCNT-2308903,FKSCUJKHJVNOBE-UHFFFAOYSA-N,4,0,3,0,4
OCNT-2308905,VEMYZSVGTYLIIE-UHFFFAOYSA-N,1,4,1,0,0
OCNT-2308908,BFNGDQTXXVPZKU-UHFFFAOYSA-N,4,2,1,0,0
OCNT-2308914,UEZFBGDNQHATJI-UHFFFAOYSA-N,3,1,0,4,2
OCNT-2308915,RUEWPOBXCDTHHB-UHFFFAOYSA-N,3,4,0,3,2
OCNT-2308918,PYWBMSWXRRLTLW-UHFFFAOYSA-N,2,4,3,3,4
OCNT-2308924,JNDMSQNZXYTQFB-UHFFFAOYSA-N,3,0,3,0,1
OCNT-2308925,KYHFZEMDHMRWCK-IAGOWNOFSA-N,1,2,3,0,0
OCNT-2308929,SHWUGCPLDZAJAU-UHFFFAOYSA-N,2,3,1,4,4
OCNT-2308938,LOWTXHIWNNBQNU-UHFFFAOYSA-N,2,3,0,0,3
OCNT-2308941,SVMQOALRDWTTNN-UHFFFAOYSA-N,4,0,1,1,2
OCNT-2308944,WAPHAZUMVRMNGT-UHFFFAOYSA-N,1,0,3,0,4
OCNT-2308945,PLJXPASPUUPXHL-UHFFFAOYSA-N,2,1,3,4,0
OCNT-2308947,STFFBHJFCUTUDA-UHFFFAOYSA-N,3,4,1,1,3
OCNT-2308949,LXRORHGNSIJWMB-ZIAGYGMSSA-N,2,0,1,2,2
OCNT-2308951,CFCALRFTJMJNCF-UHFFFAOYSA-N,0,2,0,1,4
OCNT-2308952,YRYRQKCRFQZBJZ-UHFFFAOYSA-N,0,3,0,0,2
OCNT-2308953,ISPQYOYYXLTZOE-UHFFFAOYSA-N,3,0,2,2,1
OCNT-2308954,CKNWPWVGNNGZLM-UHFFFAOYSA-N,1,1,1,1,3
OCNT-2308958,APCKBGSTXTVQIO-UHFFFAOYSA-N,0,2,2,2,3
OCNT-2308961,ZVNAFCBCTZCQCO-UHFFFAOYSA-N,4,1,0,1,2
OCNT-2308964,JCZWSASZCSTDIY-UHFFFAOYSA-N,1,2,2,2,2
OCNT-2308965,CFUFBCRJXAPUJE-UHFFFAOYSA-N,4,2,0,3,1
OCNT-2308967,FEIVABVHLMDZJB-UHFFFAOYSA-N,1,0,4,1,4
OCNT-2308968,BMOCPDTYCNVLRX-UHFFFAOYSA-N,3,4,2,3,3
OCNT-2308971,ZEJFPISQRZKEQM-UHFFFAOYSA-N,1,0,1,2,4
OCNT-2308972,LNKXMGZISKGARP-UHFFFAOYSA-N,2,2,2,1,1
OCNT-2308975,BCNJVOKAJSJOAF-UHFFFAOYSA-N,4,1,3,4,0
OCNT-2308982,UQBSWRKJTBGPQD-STQMWFEESA-N,3,3,0,1,4
OCNT-2308989,IFIUGHBINSMGRJ-UHFFFAOYSA-N,4,2,4,4,3
OCNT-2308995,KELUFBHDMTWQEL-UHFFFAOYSA-N,2,4,0,0,0
OCNT-2308997,GDMXBTJFBFUQPG-UHFFFAOYSA-N,0,4,4,4,0
OCNT-2308998,SMUXAFUMKFMQDV-UHFFFAOYSA-N,0,0,3,1,1
OCNT-2309000,RRLUAXBCRMRKGJ-UHFFFAOYSA-N,1,1,0,4,2
OCNT-2309001,CWMXYKKRUKUVCU-UHFFFAOYSA-N,2,0,2,0,2
OCNT-2309003,NBGVIXHDZUGCIO-UHFFFAOYSA-N,2,2,3,2,3
OCNT-2309004,CJEBHGVZWZPWSG-UHFFFAOYSA-N,0,4,0,4,2
OCNT-2309005,FQSPNVWLGQABTO-UHFFFAOYSA-N,2,2,2,3,4
OCNT-2309012,CYDNTBXARFNHOK-UHFFFAOYSA-N,0,3,0,3,2
OCNT-2309014,AAFSKRHBWOQJCV-CVEARBPZSA-N,3,0,1,2,3
OCNT-2309016,PDODIQSMNZENSC-UHFFFAOYSA-N,4,4,2,3,2
OCNT-2309019,YVFXCMLVGKSGDB-UHFFFAOYSA-N,0,0,2,3,2
OCNT-2309022,IKDPWPQBEGQURO-UHFFFAOYSA-N,3,3,1,3,1
OCNT-2309024,XSVIVDYCHPPUGK-UHFFFAOYSA-N,0,3,1,3,0
OCNT-2309025,GPQIHVFVASWNLH-UHFFFAOYSA-N,4,1,0,0,1
OCNT-2309026,QVQDNCWZNMNGMH-UHFFFAOYSA-N,3,4,4,3,2
OCNT-2309028,NPJRQVNMMCQTSZ-UHFFFAOYSA-N,1,0,3,4,4
OCNT-2309034,VAFHQABZUSGLJF-UHFFFAOYSA-N,1,3,4,2,0
OCNT-2309038,FEGBIJFBCXKVFZ-LSDHHAIUSA-N,2,3,0,1,2
OCNT-2309039,FVPAAWBIVRGLIW-UHFFFAOYSA-N,4,1,2,0,4
OCNT-2309040,JUUXTYPOBMENFW-UHFFFAOYSA-N,4,2,1,0,2
OCNT-2309041,WXJSLUQWKZYAAO-UHFFFAOYSA-N,1,3,4,4,3
OCNT-2309042,MLWJNKOKQZCQFM-UHFFFAOYSA-N,0,4,0,1,0
OCNT-2309054,LYPIDRQMFHIABL-UHFFFAOYSA-N,4,0,1,4,2
OCNT-2309057,AKDZNYOMXNSCJO-UHFFFAOYSA-N,2,2,3,4,2
OCNT-2309062,ORSYPTHHRYXLOK-UHFFFAOYSA-N,3,4,4,1,3
OCNT-2309065,WYCQHUTYOYFHBC-UHFFFAOYSA-N,4,3,0,2,4
OCNT-2309067,GGWRVGFNOWKZQX-UHFFFAOYSA-N,2,1,3,3,3
OCNT-2309070,CFGZXKWGGSEENY-UHFFFAOYSA-N,0,1,1,3,3
OCNT-2309071,RZCPJCNXPPSDRI-UHFFFAOYSA-N,3,1,1,3,3
OCNT-2309075,DIRCWRVYBSIHPW-UHFFFAOYSA-N,4,1,1,1,2
OCNT-2309077,LYXHVLLAGHBGEM-UHFFFAOYSA-N,1,1,2,3,3
OCNT-2309082,LACFWUBIINCTFC-UHFFFAOYSA-N,1,3,3,1,4
OCNT-2309084,CVLFFLFEHVFVJO-UHFFFAOYSA-N,3,0,2,4,2
OCNT-2309093,ZPUJZAHPZRJNIC-UHFFFAOYSA-N,2,0,1,0,4
OCNT-2309100,BZSKUXNWDPSATN-UHFFFAOYSA-N,3,1,3,4,0
OCNT-2309101,WGPFWALIPIVDOI-UHFFFAOYSA-N,3,2,0,2,0
OCNT-2309102,WYOBHWOJJGJXKQ-UHFFFAOYSA-N,1,2,3,4,0
OCNT-2309109,QYZMJZMDKMMMCM-ZYMOGRSISA-N,3,2,0,2,0
OCNT-2309110,PIDJDWPBMLIQQG-UHFFFAOYSA-N,4,4,2,1,2
OCNT-2309111,YSUJLOTUTGXMLQ-UHFFFAOYSA-N,3,4,1,1,0
OCNT-2309114,TWJYYKRHHZEKKE-UHFFFAOYSA-N,2,4,3,1,0
OCNT-2309115,UFYMXDLTXKFAPB-UHFFFAOYSA-N,2,3,1,2,2
OCNT-2309126,WOGQCARQKBERFP-UHFFFAOYSA-N,1,1,3,0,3
OCNT-2309130,WOQOIRBLWPHBQG-UHFFFAOYSA-N,3,2,3,0,2
OCNT-2309134,WOGAEFGJGCXZAZ-UHFFFAOYSA-N,0,0,1,2,4
OCNT-2309135,CXORMVTZPGEGDP-UHFFFAOYSA-N,1,2,0,3,3
OCNT-2309137,ZRYNHQKLUTZQLA-UHFFFAOYSA-N,4,1,3,0,0
OCNT-2309138,KMZYUSCVDZNVTP-UHFFFAOYSA-N,1,2,1,2,1
OCNT-2309139,XEASEVMEKOGXHQ-UHFFFAOYSA-N,0,3,4,2,2
OCNT-2309149,HOLZORPNZUZFLM-UHFFFAOYSA-N,0,2,4,3,2
OCNT-2309151,QJWGFXLKMHWCMY-UHFFFAOYSA-N,0,0,3,1,2
OCNT-2309155,SGGJYYXZDHNTMK-UHFFFAOYSA-N,4,2,3,0,0
OCNT-2309156,YCIQVSQNWXYRPJ-UHFFFAOYSA-N,1,3,3,2,3
OCNT-2309157,ZSEFGWSPICCRSH-UHFFFAOYSA-N,4,4,4,0,2
OCNT-2309158,XYLISCWHQABNBV-UHFFFAOYSA-N,1,2,3,4,4
OCNT-2309162,KACFGRDACMIPRI-UHFFFAOYSA-N,2,4,1,2,1
OCNT-2309164,PNCMDCHZNMXPME-UHFFFAOYSA-N,0,4,0,2,4
OCNT-2309172,QSZXRULLHIRBEY-UHFFFAOYSA-N,1,4,0,1,0
OCNT-2309173,HETBTAMOBRGESM-UHFFFAOYSA-N,2,0,3,0,3
OCNT-2309174,OCLAQVJROUPZQL-UHFFFAOYSA-N,3,3,1,3,3
OCNT-2309175,QTYQHQWTDLCRNC-UHFFFAOYSA-N,0,3,3,4,0
OCNT-2309176,GJVNMFKPTZEFNJ-UHFFFAOYSA-N,3,1,4,2,2
OCNT-2309177,JGZHGYZQBVTMJC-UHFFFAOYSA-N,3,4,3,4,0
OCNT-2309179,BWWQNTFNKYNBID-UHFFFAOYSA-N,0,2,2,4,1
OCNT-2309181,VCYSTMFUUIMIKZ-UHFFFAOYSA-N,1,4,4,2,3
OCNT-2309184,YFANDQOOCNOGQW-UHFFFAOYSA-N,3,0,0,3,1
OCNT-2309185,XWBVWKAJUOIHSA-UHFFFAOYSA-N,1,4,4,0,4
OCNT-2309187,KNWNCBRHKNPFKT-UHFFFAOYSA-N,1,2,4,4,4
OCNT-2309190,AOJAFUDDLZLWHH-UHFFFAOYSA-N,2,3,0,4,4
OCNT-2309191,IKTSFMVVXHSLCO-UHFFFAOYSA-N,2,2,0,4,1
OCNT-2309193,UPAWLAQNHCADFI-UHFFFAOYSA-N,1,1,0,4,0
OCNT-2309194,PDMGIGWBLXENAU-UHFFFAOYSA-N,1,3,4,4,2
OCNT-2309196,AWUCBRVUTSPZQP-UHFFFAOYSA-N,0,3,4,0,4
OCNT-2309198,YTZUUJMIDANMIG-UHFFFAOYSA-N,1,0,0,4,0
OCNT-2309200,GNNSHYOJQXNWBX-OOJLDXBWSA-N,2,0,2,2,1
OCNT-2309204,CXEGWPXHHRYGGB-QGZVFWFLSA-N,3,4,4,4,4
OCNT-2309206,WBBYHZIZLZISGE-UHFFFAOYSA-N,1,3,4,3,3
OCNT-2309207,FCZNJMSICLCNRK-UHFFFAOYSA-N,0,4,4,4,2
OCNT-2309209,SKVWVZHLXLOFQI-UHFFFAOYSA-N,3,1,4,0,1
OCNT-2309210,KDADLGZFASLHMG-UHFFFAOYSA-N,1,2,3,4,3
OCNT-2309214,WOMRZZBODGVVED-UHFFFAOYSA-N,2,3,2,1,2
OCNT-2309221,WEOLXZUYMDXKFF-UHFFFAOYSA-N,3,0,2,1,1
OCNT-2309225,VLTFPIJIFJIPFV-UHFFFAOYSA-N,2,0,3,4,4
OCNT-2309229,BQUZHORXLFIXRF-UHFFFAOYSA-N,1,1,0,3,1
OCNT-2309232,MKUCLUPMYFFFGY-UHFFFAOYSA-N,0,4,1,1,0
OCNT-2309234,LJZMBGSJCFOKGN-UHFFFAOYSA-N,3,0,4,0,2
OCNT-2309238,NSGIOGNBUWVPIZ-UHFFFAOYSA-N,1,4,1,4,1
OCNT-2309240,NNTGBBBLWXRGTB-UHFFFAOYSA-N,3,1,3,0,4
OCNT-2309241,TXKSAEYTFYSAHV-UHFFFAOYSA-N,3,2,3,3,1
OCNT-2309242,YBRVKGSUHFCMRG-UHFFFAOYSA-N,4,2,1,4,0
OCNT-2309243,OKRBQLXCTWVFIO-UHFFFAOYSA-N,2,1,4,2,3
OCNT-2309246,HZJAEDMXWJCPPZ-UHFFFAOYSA-N,0,0,1,0,2
OCNT-2309248,IMHFCXAUGGYESY-UHFFFAOYSA-N,3,3,4,3,1
OCNT-2309252,OLFYPYMJSGSGAL-UHFFFAOYSA-N,3,2,2,3,1
OCNT-2309256,FBQVIMAFKOGNEP-UHFFFAOYSA-N,2,2,4,1,3
OCNT-2309262,KQWVGAQCBXYSBL-UHFFFAOYSA-N,1,2,2,1,2
OCNT-2309265,BRWOHQLXDDQIIN-UHFFFAOYSA-N,2,1,2,2,2
OCNT-2309266,ORECJXVOVYEVDN-UHFFFAOYSA-N,0,3,4,3,4
OCNT-2309268,CCUQFGUNGJUYQM-UHFFFAOYSA-N,2,4,3,4,0
OCNT-2309274,ZXIVUUXCTPHHAO-UHFFFAOYSA-N,0,1,2,3,1
OCNT-2309276,ZSYUQJKKMBHOEF-UHFFFAOYSA-N,4,0,0,0,1
OCNT-2309277,RIIRUDJUXUOQHO-UHFFFAOYSA-N,4,4,4,1,2
OCNT-2309279,TXZYYKDEFUKJEH-UHFFFAOYSA-N,0,2,0,3,2
OCNT-2309280,MAVCGWRYYJRRNY-UHFFFAOYSA-N,2,3,4,4,1
OCNT-2309284,UJKUYOWKJWNSKP-UHFFFAOYSA-N,4,4,1,3,4
OCNT-2309286,CKULYSVCWINHRD-UHFFFAOYSA-N,0,3,4,0,3
OCNT-2309290,BILGZUNWWFGLCD-UHFFFAOYSA-N,0,2,3,3,3
OCNT-2309291,ZZGFTJPZORQHHM-UHFFFAOYSA-N,3,2,1,2,0
OCNT-2309292,ZJVULRBHOWBNCB-UHFFFAOYSA-N,4,0,3,3,2
OCNT-2309293,ADQLYKALHDEWPN-UHFFFAOYSA-N,2,1,2,3,3
OCNT-2309294,VLLMQANKEOMBSB-UHFFFAOYSA-N,3,2,0,1,0
OCNT-2309296,DQLBLMJRYCQTJT-UHFFFAOYSA-N,4,2,4,3,0
OCNT-2309299,GAABTIDOVCUIJA-PIVQAISJSA-N,0,3,0,0,3
OCNT-2309301,PGZYJCJLDSAQPW-UHFFFAOYSA-N,1,4,2,3,0
OCNT-2309302,MRDBPJRTBBNVOK-UHFFFAOYSA-N,2,3,4,3,2
OCNT-2309303,LVGZTOUPOSNRMC-UHFFFAOYSA-N,3,0,1,1,3
OCNT-2309308,VGLHGPAYQOPNHW-UHFFFAOYSA-N,2,0,2,2,3
OCNT-2309318,KIIQBCWPBZANCO-UHFFFAOYSA-N,3,0,3,2,4
OCNT-2309319,ZCZDVOSSGCOYLO-UHFFFAOYSA-N,2,0,3,0,3
OCNT-2309323,SOPSTNOHBNLMBW-UHFFFAOYSA-N,0,2,0,1,0
OCNT-2309324,QQISPTBFJAYJMO-UHFFFAOYSA-N,0,3,2,4,2
OCNT-2309325,SENUHVDQDVFBIN-RLSDIYDTSA-N,2,0,0,1,0
OCNT-2309326,UPVOBTKMTBJMOM-PVQCJRHBSA-N,4,1,3,1,4
OCNT-2309328,UNWSFSVWFQCUTF-UHFFFAOYSA-N,2,4,4,2,1
OCNT-2309333,KEOVIMBXOFYRIX-ZDUSSCGKSA-N,1,3,0,1,2
OCNT-2309338,FDGYVGAIXDSNLL-UHFFFAOYSA-N,0,3,3,0,2
OCNT-2309340,QEKXJZUZXVJSPD-QWHCGFSZSA-N,4,4,1,4,0
OCNT-2309342,SMRUWTFDCWAZON-UHFFFAOYSA-N,2,0,4,3,0
OCNT-2309343,TVMRXBXRLZSHGC-UHFFFAOYSA-N,1,4,1,2,0
OCNT-2309345,AKNWHDZNSOSXGU-UHFFFAOYSA-N,0,3,0,2,3
OCNT-2309346,ZBMSVMLZFAQJBK-UHFFFAOYSA-N,2,1,4,4,0
OCNT-2309347,SCYVZKJFARRCOF-SKDRFNHKSA-N,0,4,1,2,3
OCNT-2309351,XYQUEYBQTCSVQX-UHFFFAOYSA-N,1,4,0,4,4
OCNT-2309355,KXUZCHWWDWUSLP-UHFFFAOYSA-N,4,1,3,0,4
OCNT-2309356,QCYJPTYQHOZBTF-UHFFFAOYSA-N,2,0,4,3,1
OCNT-2309366,NUDCKBSXSMSSHR-UHFFFAOYSA-N,0,4,2,2,0
OCNT-2309368,UNXHWBNUCBKFTR-UHFFFAOYSA-N,4,2,4,4,1
OCNT-2309371,ZPRUSZIYKMPBOQ-UHFFFAOYSA-N,3,2,2,0,0
OCNT-2309372,APLZTWIKOAAHGG-OAHLLOKOSA-N,4,0,4,0,0
OCNT-2309376,GBUSLTPPAQKFHD-UHFFFAOYSA-N,0,4,0,4,0
OCNT-2309377,BDHDGFPUBOQSQB-UHFFFAOYSA-N,1,4,1,4,1
OCNT-2309378,JBZFEESAMVTQMT-UHFFFAOYSA-N,1,4,0,3,1
OCNT-2309379,PRZNERQKPPAXRZ-MOPGFXCFSA-N,1,2,2,3,2
OCNT-2309390,GJLFZZVHBYMJBF-UHFFFAOYSA-N,2,1,4,1,4
OCNT-2309393,KODSSGBXANVYRN-UHFFFAOYSA-N,4,0,3,2,1
OCNT-2309395,ZRPRJIZEXFJPDS-UHFFFAOYSA-N,0,1,0,4,2
OCNT-2309396,KQTXYDRDXSUVEF-UHFFFAOYSA-N,4,3,0,0,1
OCNT-2309398,ZYJGGUBSMFRWAS-IRQCGSAXSA-N,3,0,3,1,4
OCNT-2309399,CFMBNIUINYDYCI-UHFFFAOYSA-N,3,2,0,2,3
OCNT-2309401,WRTKNJZOHVPRAS-UHFFFAOYSA-N,3,3,0,3,3
OCNT-2309402,MZOUBTFGGXQHPW-UHFFFAOYSA-N,4,2,4,1,0
OCNT-2309415,SZIZNFZWYZMKGP-UHFFFAOYSA-N,0,3,0,4,0
OCNT-2309418,DKECLTFHSLKIAP-UHFFFAOYSA-N,1,0,0,3,1
OCNT-2309420,PTNCWVXXUKCXJP-UHFFFAOYSA-N,3,4,3,0,4
OCNT-2309424,FDTLDSJQJPLLPT-UHFFFAOYSA-N,3,3,1,0,0
OCNT-2309425,RPEWFIPYPJYNEL-UHFFFAOYSA-N,2,4,2,3,3
OCNT-2309426,DSKAGMDZAGTBAH-UHFFFAOYSA-N,2,2,0,2,2
OCNT-2309429,XDVBFTZRKVTXJJ-UHFFFAOYSA-N,4,3,0,2,2
OCNT-2309430,QAWUYFWCXHGPBK-UHFFFAOYSA-N,4,2,2,0,3
OCNT-2309431,YFMCBAIBXKSIAP-UHFFFAOYSA-N,4,0,2,2,1
OCNT-2309433,FKZFAPLIVCZURN-UHFFFAOYSA-N,3,4,4,4,4
OCNT-2309434,FKZOSNVMEGROHU-UHFFFAOYSA-N,0,3,4,4,0
OCNT-2309435,HAKCDVKQMMAHCO-UHFFFAOYSA-N,2,2,4,2,2
OCNT-2309439,MBZAIEOXKLAHSN-INIZCTEOSA-N,3,4,3,4,3
OCNT-2309443,LTXRCYPELJYQOB-UHFFFAOYSA-N,0,3,2,4,3
OCNT-2309444,YKHUVWHAHXEIJB-UHFFFAOYSA-N,2,0,2,4,3
OCNT-2309445,QOMNZKKELSCABI-UHFFFAOYSA-N,2,0,3,3,0
OCNT-2309447,SRJYGDXJLJWAOP-UHFFFAOYSA-N,0,1,1,4,1
OCNT-2309448,PYIWSJVAJVCDJD-UHFFFAOYSA-N,0,3,2,0,2
OCNT-2309449,IJSBTRZTQNHIPE-UHFFFAOYSA-N,1,3,2,3,4
OCNT-2309451,NXGRJPKKRGWPKN-UHFFFAOYSA-N,4,4,2,3,0
OCNT-2309455,PQEAYEXDNFBSGZ-UHFFFAOYSA-N,4,3,4,1,0
OCNT-2309458,VRHSIWRFSPQEBM-UHFFFAOYSA-N,0,1,2,0,0
OCNT-2309459,ZNXSOFTVVXKJCM-UHFFFAOYSA-N,4,0,0,2,3
OCNT-2309461,BMKQCIAAGVYKPA-UHFFFAOYSA-N,1,2,3,4,3
OCNT-2309465,NHLYQLGKEWBBCF-UHFFFAOYSA-N,2,2,4,3,1
OCNT-2309466,JZQDBNRJLWKWSB-UHFFFAOYSA-N,2,0,0,2,4
OCNT-2309468,LCBSQLYFAYPDEP-UHFFFAOYSA-N,1,0,2,1,0
OCNT-2309469,CEXGDSRWXPGELQ-UONOGXRCSA-N,0,2,4,0,2
OCNT-2309470,XRUYCSOTZWLSMU-UHFFFAOYSA-N,3,3,3,4,0
OCNT-2309471,ADEDIGFEFPYZAG-UHFFFAOYSA-N,2,3,3,0,4
OCNT-2309476,XCLSMLMSUUDBJC-UHFFFAOYSA-N,2,3,1,2,2
OCNT-2309479,VVICMZYLPCSMFR-UHFFFAOYSA-N,3,3,0,4,4
OCNT-2309480,ODSCKOHMVPXOCY-UHFFFAOYSA-N,2,3,4,2,0
OCNT-2309483,RLHVXEPQNQUDCI-UHFFFAOYSA-N,2,1,2,1,1
OCNT-2309487,GCTJEOJLGZLREK-UHFFFAOYSA-N,1,2,0,4,2
OCNT-2309491,NHKYFFIMWRXZCG-UHFFFAOYSA-N,3,0,4,1,4
OCNT-2309492,YRYCNCAAIQZHCQ-UHFFFAOYSA-N,0,4,3,2,3
OCNT-2309495,YXBIHWFOVVALKB-UHFFFAOYSA-N,1,1,3,3,3
OCNT-2309498,NZGXZMLTWAOIJJ-UHFFFAOYSA-N,0,3,1,1,4
OCNT-2309499,BUVOPHNIEJYTGR-UHFFFAOYSA-N,3,4,4,2,2
OCNT-2309500,SPHVEWZRWTZJGL-UHFFFAOYSA-N,2,1,2,0,3
OCNT-2309501,WHAVHVFYGLIVRF-UHFFFAOYSA-N,2,4,2,1,1
OCNT-2309502,FKXADKCFWZZCLK-UHFFFAOYSA-N,4,1,4,0,4
OCNT-2309503,SPFTVLLFVMGJJE-UHFFFAOYSA-N,2,2,4,2,4
OCNT-2309505,VHRWMNXPYKUVDY-UHFFFAOYSA-N,0,3,2,4,4
OCNT-2309506,YGHZSNAECIEOIF-UHFFFAOYSA-N,4,3,3,3,2
OCNT-2309509,ZYEPRXLZEIUBNA-UHFFFAOYSA-N,4,0,1,1,2
OCNT-2309511,BAVBWDPYCHMZSH-UHFFFAOYSA-N,1,2,2,0,3
OCNT-2309515,DXWYWLDDFFYRBF-UHFFFAOYSA-N,1,3,4,2,3
OCNT-2309518,WROCZHPTMZEAPU-UHFFFAOYSA-N,4,3,0,4,4
OCNT-2309520,PQDNSHRLKSHCPF-IUODEOHRSA-N,0,0,4,0,4
OCNT-2309524,OQWALVNPZPFZNB-UHFFFAOYSA-N,0,0,1,0,3
OCNT-2309526,JZGNANXWSVAKRU-UHFFFAOYSA-N,4,2,3,2,1
OCNT-2309527,HIVZUFUERULVAL-UHFFFAOYSA-N,2,0,3,4,1
OCNT-2309532,PPXSLCVJCJEMHV-UHFFFAOYSA-N,3,3,0,0,4
OCNT-2309536,ITXBLKBOOLVAGY-UHFFFAOYSA-N,2,2,1,1,1
OCNT-2309539,ABJJHLHSXMHIRM-UHFFFAOYSA-N,1,3,3,3,1
OCNT-2309544,BIVGETPZEPQOBV-LBPRGKRZSA-N,4,2,3,3,2
OCNT-2309546,GKWFLKZYXIKUQH-UHFFFAOYSA-N,3,1,0,4,4
OCNT-2309549,LXSXXEMTYWLERB-UHFFFAOYSA-N,1,0,4,2,2
OCNT-2309550,TUNYSDUUJNGBOO-UHFFFAOYSA-N,0,0,4,1,4
OCNT-2309551,PQYCKRCCDROECP-UHFFFAOYSA-N,1,2,2,4,2
OCNT-2309554,GUMSGYXZMJPIFJ-YPMHNXCESA-N,3,2,3,1,2
OCNT-2309558,ZLRRPJCHYQOMPH-UHFFFAOYSA-N,4,2,2,2,4
OCNT-2309559,GVJRMVGPJLTZIZ-UHFFFAOYSA-N,2,1,3,3,2
OCNT-2309560,UGLQFTQKYFIXRS-UHFFFAOYSA-N,0,0,3,0,4
OCNT-2309565,QMJAELYZTXCCRL-UHFFFAOYSA-N,3,0,3,3,2
OCNT-2309567,WUJHRFRBGPBFFB-UHFFFAOYSA-N,0,4,2,2,4
OCNT-2309572,JGTVHIAIXYKOTI-UHFFFAOYSA-N,3,3,3,3,2
OCNT-2309576,VJOLPRXCRRLZKY-UHFFFAOYSA-N,0,0,1,3,4
OCNT-2309577,BRKCTOJAKSAOFN-UHFFFAOYSA-N,3,4,0,1,0
OCNT-2309578,CBRQOHPCDLQLPJ-UHFFFAOYSA-N,3,4,3,1,3
OCNT-2309581,XAKQUAVVZRFGRT-UHFFFAOYSA-N,0,4,2,1,4
OCNT-2309582,XUWIQIYEULASKP-UHFFFAOYSA-N,3,0,1,2,0
OCNT-2309583,ODOZCRQUSVOLPT-UHFFFAOYSA-N,3,1,4,3,2
OCNT-2309586,QYYRMTOPCBSSFG-UHFFFAOYSA-N,3,0,2,1,1
OCNT-2309589,DDMGYMGEWRCEQD-UHFFFAOYSA-N,2,3,3,0,2
OCNT-2309593,ICQPYVZPTBHWKX-UHFFFAOYSA-N,0,0,3,4,4
OCNT-2309595,ZECSDSYFPHZCCH-UHFFFAOYSA-N,4,2,3,2,3
