canonical_smiles,CYP1A2_pIC50_direct_inhibition,CYP2C9_pIC50_direct_inhibition,CYP2D6_pIC50_direct_inhibition,CYP3A4_pIC50_direct_inhibition,CYP1A2_AID1851_max_inhibition,CYP2C9_AID1851_max_inhibition,CYP2D6_AID1851_max_inhibition,CYP3A4_AID1851_max_inhibition,chemprop_split
O=C(CCC1CCOCC1)Nc1n[nH]c2cc(F)ccc12,,,,3.5981957200000005,,,,,val
Cc1ccc(-c2cncc(F)c2)cc1NC(=O)N[C@H]1C[C@@]1(C)OC(C)C,5.89051975,,,,,,,,val
COC(=O)COCC1CCCN(c2ncnc3[nH]c4cc(Br)ccc4c23)C1,5.2122125,,,,,,,,train
COc1ccc(S(=O)(=O)N2CCCCCC2)cc1NS(=O)(=O)c1ccc2c(c1)OCO2,,,3.3881375,,,,,,train
COc1ccc2[nH]nc(C(=O)NC(C)c3ccccc3N(C)C)c2c1,5.1897335,,,,,,,,train
O=C(Nc1cccc(COC2CCCCC2)c1)c1nn[nH]c1C1CC1,,,,4.81634,,,,,train
OCC(Cc1ccc(F)cc1)NCc1ccc(Cl)cc1-n1cncn1,,,6.8234465,,,,,,train
O=C(Cn1cc(C(=O)N2CCOc3ccccc32)cn1)NC1CCCCC1,,4.15634642,,3.79613668,,,,,val
Cc1nn(C(F)F)c(C)c1CC(=O)N1CCc2[nH]ncc2C1,4.2396152,,,,,,,,train
COc1ccc(Cl)c2c1CCCC2NCc1nnc(C(C)C)[nH]1,,,4.90560225,,,,,,train
O=C(Cn1cc(-c2cncc(F)c2)nn1)N1CC2CCCCC21c1ccccc1,,,4.97286525,,,,,,val
O=C(NCC1CCN(Cc2cccs2)CC1)c1cc(C2CC2)[nH]n1,,3.88600925,,,,,,,train
O=C(O)[C@]12CCC[C@H]1CC(NCc1ncn(Cc3cccc(F)c3)n1)C2,,,,3.0953927,,,,,val
O=C(NCC(=O)N1Cc2ccccc2C1)c1nn[nH]c1-c1ccccc1,4.067002,,,,,,,,train
CN(CCc1ccncc1)C(=O)C1NCCOc2ccccc21,,4.87642198,4.71060175,,,,,,train
CCOc1ccc2c(c1)C(NC(=O)C1(CO)CCCO1)CCO2,3.70303225,,,,,,,,val
NC(=O)c1ccc(C(=O)N2CC3(CCCC3)c3cccc(Cl)c32)s1,,,3.8709643999999996,,,,,,train
CCC(=O)N(c1nnc(SCc2ccc(F)cc2)s1)C1CC1,5.05044675,,,,,,,,train
CCOc1cc(CNC(=O)C2CCc3[nH]ncc3C2)ccc1OC,5.65829775,,,,,,,,train
O=C(Nc1ccc(-c2cncnc2)cc1)[C@@H]1C[C@@H]2[C@H](C1)C2(F)F,5.39736925,,4.589135199999999,,,,,,train
O=C(c1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1)N1CCC(c2cn[nH]c2)CC1,,,5.5916905,,,,,,train
CCn1c(=O)n(CC(=O)NCc2ccc(-n3ccnc3)nc2)c2ccccc21,,,5.01679875,,,,,,train
O=C(c1cnn2c1CCCC2)N1CC(c2nc(-c3ccccc3)no2)C1,,4.5509553799999996,,4.10782894,,,,,train
CC(Cc1cn(C)c2ccc(F)cc12)N1C(=O)CNC1=O,4.4775175,,,5.42013925,,,,,train
Cc1nn(C(C)C)c(C)c1CN1CCC(C(O)c2nccn2C)CC1,,,4.47437325,,,,,,train
CNC(=O)COc1cccc(CC(=O)NCc2ccccc2-n2ccnc2)c1,5.219309,5.06770775,,5.4893,,,,,train
CCOc1ccc(NC(=O)c2ccnc(Oc3ccc(F)cc3F)c2)cc1CO,,5.10028954,,4.0390985,,,,,train
O=C(NCCc1cn[nH]c1)c1cn(-c2ccc(Cl)c(Cl)c2)cn1,,,4.442275,,,,,,train
COc1ccc(-c2cn(Cc3cc(O)n4nccc4n3)nn2)cc1Cl,,,4.111513,,,,,,train
Cn1cc(-c2nn(C)cc2NC(=O)c2ccc(C(N)=O)cc2)cn1,,,,2.29794802,,,,,train
COc1ccc(C2CC(c3ccccc3)=NN2C(=O)Cn2cnc(C)c2C)cc1,,,4.3996825,,,,,,train
O=C(O)C1(O)CCCN(c2nccc(Oc3ccccc3)n2)C1,,3.70962842,,3.05098202,,,,,train
Nc1ccc(C(=O)Nc2ccc3[nH]c(-c4ccc(F)cc4)nc3c2)cn1,,5.31507375,,5.017479,,,,,val
Cc1cc(N2CCC(Oc3cnccn3)CC2)nc(-c2cccc([N+](=O)[O-])c2)n1,,,5.062432,,,,,,val
Cc1cc(C)cc(OCC(=O)N2CCN(C(=O)c3cc(F)ccc3F)CC2)c1,,,,4.50091375,,,,,train
O=c1c2ccccc2c(-c2nc(Cn3cncn3)no2)nn1Cc1ccccc1,6.00954975,,4.02585125,,,,,,val
N#CC(c1ccccc1)C1CCCN1C(=O)Nc1ccc2c(c1)SCC(=O)N2,,,4.3919096,,,,,,train
CNS(=O)(=O)c1ccc(CCNC(=O)c2cc(-c3ccncc3)nc3ccccc23)cc1,,,4.71670834,5.688325860000001,,,,,train
COc1cccc(C(OC)C(=O)N(C)C(C)c2cccc(S(N)(=O)=O)c2)c1,,,,4.50509934,,,,,train
Cc1c[nH]c(C2(NC(=O)c3ccc4c(c3)CCC(=O)N4)CCC2)n1,,,,3.4905503199999997,,,,,train
Cc1cc(O)cc(=O)n1CC(=O)Nc1cccc(N2C(=O)CCCC2=O)c1,,,,2.40402194,,,,,train
CC(=O)N(c1nnc(SCCOc2ccc(Cl)cc2)s1)C1CC1,5.73745766,,,,,,,,train
CC1(C)SCCC1CNC(=O)N1CCc2[nH]c(=O)c(C#N)cc2C1,,,,3.17845556,,,,,train
CCc1nn(Cc2coc(-c3cccc(OC)c3)n2)c(=O)c(C#N)c1CC,,5.26985612,,5.53378775,,,,,train
Cc1ccnc(C2CCN(C(=O)c3ccnc(-n4ccnc4)c3)CC2)n1,,4.67166775,,,,,,,train
O=C(NC[C@]12C[C@H]1COC21CCC1)c1cc(-c2ccco2)[nH]n1,3.245185,,,,,,,,train
Cn1ccnc1CN1CCN(c2ccc3cc(Cl)cnc3n2)CC1,,4.19454775,,,,,,,train
COCc1ccccc1C(=O)NC1CCN(C(=O)c2ccccc2)CC1,,,4.499762,,,,,,train
CSCCc1ccccc1NC(=O)N1CCn2c(nnc2-c2ccccc2)C1,,,,4.0898471999999995,,,,,train
Cc1nn(C)c2nc(C(=O)N[C@@H]3CC(Cn4cc(Cl)cn4)C[C@H]3O)ccc12,,,,4.5639975,,,,,train
CC(Cc1cn(C)c2ccc(F)cc12)Nc1ncnc2c1ncn2C,4.93460175,4.90475075,,5.40274275,,,,,train
O=C(NCc1nnnn1-c1ccccc1)Nc1ccc(OC(F)(F)F)cc1,,,4.51847975,,,,,,train
Cn1nc(CNC(=O)[C@H]2COCC[C@H]2c2ccccc2)cc1C1CC1,,3.911518,,,,,,,train
Cn1nc(NC(=O)N2CCC(c3ccccc3)C2)c2ccccc21,,,,5.09531975,,,,,train
O[C@H]1CC(Cn2cccn2)C[C@@H]1Nc1nccc(-n2cccn2)n1,5.05392925,,,,,,,,train
O=C(Nc1ccccc1)c1cccc(C(=O)N2CCN(c3ccccn3)CC2)c1,,,,4.4767572,,,,,val
Cc1csc2nc(Cc3c[nH]c4ncccc34)[nH]c(=O)c12,5.06818075,,,,,,,,train
COC(C)(C(=O)N1CCN(c2nccc(C(C)C)n2)CC1)c1ccccc1,4.2942295,4.9649705,,4.72169,,,,,train
CC(C)c1nccc(N2CCC(CO)(Cc3ccc(F)cc3)C2)n1,,,4.764644,,,,,,train
O=C(Nc1cnn(-c2ccccc2)c1)NC(c1ccccc1)c1nnc[nH]1,4.41431624,4.36741944,,,,,,,train
Cc1cccc(Oc2ccccc2C(=O)N2CCCC(C(O)C(F)(F)F)C2)c1,,,,5.589048,,,,,val
O=C1CSc2ccc(C(=O)NC[C@@H]3CCO[C@H]3c3ccccc3)cc2N1,,4.40055472,,4.448394,,,,,val
Cc1ccn2ncc(C(=O)Nc3ccc(OCc4cccc(C#N)c4)c(F)c3)c2n1,4.277137,,,,,,,,train
c1c(C23CC4CC(CC(C4)C2)C3)nnn1Cc1n[nH]c2c1COCC2,,4.37835008,,,,,,,train
O=C(N[C@@H]1CC(Cn2cccn2)C[C@H]1O)c1onc2ccccc12,4.28655225,,,,,,,,train
O=C(COc1ccc(Cl)cc1)NC1CCC(NC2CCN(CC(F)(F)F)C2)CC1,,,4.72236675,,,,,,train
CC1CC1C(=O)Nc1nc2ccccc2n1-c1ccn(C)n1,5.300481,,,,,,,,train
CC(C)CC(CC(=O)[O-])C(=O)Nc1ccc2ncccc2c1,,4.10573158,,,,,,,train
COc1ccc(NC(=O)Cc2c(C)nc3nc(SC)nn3c2C)cc1Cc1ccccc1,,5.0565093,,4.45431025,,,,,train
Cc1cccc(C(C)NC(=O)c2cc(-c3ccccc3O)[nH]n2)c1C,5.27675332,,3.379552,,,,,,train
CNS(=O)(=O)c1ccc(C(C)Nc2cnn(-c3ccccc3)c2C)cc1,,,4.7454365,,,,,,train
CNc1ccccc1CNC1CCN(c2cccnn2)CC1,,,5.710294,,,,,,train
Cc1cc(CNC(=O)N[C@@H]2CCc3cc(F)ccc32)no1,,4.1975795,,4.36635925,,,,,train
Fc1cc2cc[nH]c2c(F)c1-c1cnn(C2CCCCO2)c1,5.4600935,,,,,,,,train
O=C(NCCN1CCCCCC1)c1ncc2ccccn12,,,5.278108,,,,,,train
Cc1ccc(-n2nnc(C(=O)Nc3cccnc3C3CC3)c2C)cc1,,,4.1976183,4.14955,,,,,train
CC(O)(CNC1CCN(C(=O)c2cc(Cl)c[nH]2)CC1)C(F)F,,,4.8263174,,,,,,train
O=S1(=O)CCC(CNc2ccccc2OCC2CCCCC2)C1,4.7674195,,,,,,,,val
CCn1ccnc1NC(=O)Cc1cccc(C(F)(F)F)n1,4.363946,,,,,,,,val
O=C(NCC1CCN(c2cccc(Br)c2)C1)c1c[nH]c2ncccc12,,,4.1642575,,,,,,train
CC(=O)NC[C@@H]1CN(C(=O)Cc2cc(F)c(F)cc2F)C[C@H]1c1cncn1C,,,,3.7254670599999997,,,,,train
Cc1cc(-c2nc(-c3ccc4c(c3)CCO4)no2)c2cnn(C(C)C)c2n1,,4.556288,,4.01116475,,,,,train
CC(C)c1cc(N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)ncn1,,,,4.9111505,,,,,train
c1ccc(-c2nc(N3CCC(Oc4cnccn4)CC3)c3ccccc3n2)nc1,,5.4309995,6.83652375,,,,,,train
COc1cc(F)c(C(=O)Nc2cc(C)n(C3CCCCC3)n2)c(F)c1,,4.82836125,,,,,,,train
COCc1cnc(OC)c(C(=O)N[C@@H]2CC(Cn3cc(Cl)cn3)C[C@H]2O)c1,,4.390372080000001,,3.843847,,,,,train
CC(C)(C)OCC1CCCN(C(=O)COCc2ccncc2)C1,5.1276615,,,,,,,,train
CC(C)(C)c1nc2cc(NCC(C)(O)C(F)F)ccc2o1,,,4.27913125,,,,,,train
CC(NCC(C)(O)c1ccccc1)c1cccc(-n2ccnc2)c1,5.54661125,,5.87168275,,,,,,train
CC(C)c1oncc1NC(=O)c1ccc2nnc(C(F)F)n2c1,,4.16674188,,3.3422113600000003,,,,,train
CC(C)(C)C(O)Cc1cn(-c2ccc3c(c2)OCO3)nn1,,,3.87691875,,,,,,train
O=C(Cc1noc2ccccc12)NC1(c2ncccn2)CCOCC1,,,,3.43359666,,,,,train
O=C(CCc1cccnc1)N1CCN(c2cccc(Cl)c2)CC1,,4.7008915,,,,,,,train
CN1CCC(CNC(=O)c2nc(N3CCCC3)ncc2Cl)CC1,4.06881598,,,3.4340115,,,,,train
Cc1cc(F)ccc1C1CCCN1C(=O)c1cnn(C)c1N,,,,4.449938,,,,,val
CC1CCN(Cc2nc3c(cnn3-c3ccccc3)c(=O)[nH]2)CC1CO,,4.121241,4.839097560000001,,,,,,train
Cc1cncc(C)c1NC(=O)NCCC(=O)N1CCCCC1,,,,4.623649,,,,,train
O=C(NCc1cccc(Cn2ccnc2)c1)c1cn2ccccc2n1,5.459531,,5.00461975,,,,,,train
Cc1cc(NC(=O)NC(c2ccccn2)C2CC2)cc(C)n1,3.928265,,,3.8732825,,,,,train
Cc1cccc(NS(=O)(=O)c2cccc(C(=O)Nc3ccc4c(c3)C(=O)NCC4)c2)c1,4.945502,5.44464,,5.133469,,,,,train
CN1CCc2cc(NC(=O)CC3CCc4ccccc43)ccc2C1=O,,,4.8451905,,,,,,val
CC(C)c1cccc(Nc2nc(C3COCCO3)cs2)c1,5.7016735,,,,,,,,val
O=C(Nc1ccc(F)cc1OCC(F)F)c1ncccc1F,6.04347,4.829388740000001,,3.98305325,,,,,train
Cc1nnc(-c2ccccc2C(=O)N(C)C2CCc3ccccc3C2)o1,,,4.476183,,,,,,train
O=S1(=O)CCC(c2csc(Cc3cccc4ccccc34)n2)C1,,4.59049616,,,,,,,train
COc1cccc2[nH]c(C(=O)NCC#CC3CCCCO3)cc12,4.993365,,,,,,,,train
C[C@@H](c1cccc(F)c1)n1cc(CC2(C#N)CCCCC2)nn1,3.24519775,,,,,,,,train
COC(=O)c1[nH]c(C)cc1NC(=O)c1ccc(N2CCC(C)=N2)cc1,4.48270198,,,,,,,,train
FC(F)(F)[C@@H]1C[C@H]1Cn1cc(-c2ccn(C3CCC3)n2)nn1,5.15024725,,,,,,,,train
CS(=O)(=O)c1ccc(CNC(=O)[C@H]2C[C@@H]2c2ccncc2)s1,,,4.78844254,,,,,,train
CC(C)(C)n1cc(Cn2cc(Cc3ccccc3)nn2)cn1,,,,3.836131,,,,,train
O=C(c1c[nH]c(-c2ccccc2)n1)N1CCN(CC2CCCO2)CC1,,3.9651236400000003,,3.4556577400000004,,,,,train
CCn1c([C@@H]2C[C@H](OC)CN2c2nc3ccccc3nc2C)n[nH]c1=O,,,,4.168686,,,,,val
COc1ccc(C(C)NC(=O)N2CCCCCC2c2ccncc2)cc1F,,,4.8185674,,,,,,train
COc1ccc2c(c1)CCN2C(=O)Cn1cc(C(N)=O)c2ccccc21,,4.96736525,,,,,,,val
O=C(c1ccc(N2CCCC2)nc1)N1CCCC(N2CCNC2=O)C1,,3.59647664,,3.00360986,,,,,train
O=C(NCc1ccoc1)N1CCC(c2c[nH]c3ccccc23)CC1,,5.47623332,,,,,,,val
CC(C)n1ccc(CC(=O)N2CCCCC2CS(C)(=O)=O)n1,,3.04669964,,,,,,,train
O=C(Nc1ccc(C(=O)O)c(Cl)c1)c1ccc2c(c1)OCO2,,,,2.9981723600000003,,,,,train
Cn1cc(NC(=O)c2ccc(C(=O)O)nc2)c(-c2ccccn2)n1,3.4922115400000004,3.41981725,,,,,,,train
FC(F)(F)c1ccc(CCNc2ccn(-c3ncccn3)n2)cc1,6.355414,,4.54938675,,,,,,train
Cc1c(NC(=O)c2c(C(F)F)nc3n2CCCC3)cccc1-n1cnnn1,5.03762772,,,,,,,,train
Cn1cncc1-c1cn(CC(O)Cc2cccc(F)c2)nn1,5.83902075,,5.9078605,,,,,,train
Cc1cnc(-c2cn(CC3COc4ccccc4O3)nn2)c(C)c1,5.017722,,,,,,,,train
Cc1ccc(Cc2noc(CC3CC(=O)Nc4ccccc43)n2)cc1C,4.79596925,,,,,,,,train
CN(C)S(=O)(=O)c1cc(NC(=O)c2cc3cc(F)ccc3[nH]2)ccc1F,,5.79793064,,,,,,,train
CC(NC(=O)N1CCC(Cc2ccccc2)CC1)c1cn[nH]c1,,5.1995726,5.4295745,,,,,,val
NC(=O)c1oc2ccccc2c1NC(=O)CCC=Cc1ccccc1,5.125083,,,,,,,,train
CC1(NC(=O)c2cccc(Nc3nccs3)c2)CC(F)(F)C1,5.18625096,,3.43545875,,,,,,train
CCn1ccnc1-c1cn([C@@H]2c3cc(OC)ccc3CC[C@H]2O)nn1,5.50701075,,,,,,,,train
CCOC1(CN(Cc2ccns2)c2ncncc2Br)CCC1,5.217726,,,,,,,,train
O=C(Nc1cn[nH]c1)c1cc(-c2ccc3ccccc3c2)[nH]n1,,,,4.11599825,,,,,train
Cc1c(CNC(=O)c2cccc(-n3cnnn3)c2)oc2ccc(F)cc12,,5.37349418,3.6310325,,,,,,train
COc1ccccc1-c1nn(C)cc1C(=O)Nc1ncc(-c2ccccn2)s1,,4.72184625,,,,,,,train
CCc1ccc2c(c1)CCN2C(=O)Nc1cn(C)nc1C(F)(F)F,5.2362115,4.7639698600000004,3.94215975,,,,,,train
O=C(NCc1nnc2n1CCCCC2)NC1CC1c1cccc(F)c1,,3.9440125,,,,,,,train
CC1(C)[C@H](NC(=O)Nc2ncn(C(C)(C)C)n2)[C@H]1c1ccccc1,,4.722135,,,,,,,train
Cc1cccc(Oc2ccccc2C(=O)NC2CNC(=O)C2)c1,,,,3.98395675,,,,,train
Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.4182835,,4.969385,,,,,,train
CNC(=O)Cn1cnc(NC(=O)C2CCN(c3ccccc3Cl)C2)n1,,,,3.6673495199999997,,,,,train
Cc1c(NS(=O)(=O)c2ccc3c(c2)CC(=O)N3)cccc1-c1ncco1,,,4.4479,,,,,,train
Cc1cc(Cl)c(NC(=O)N2CCCC(C3CCCCO3)C2)cc1Cl,4.92447975,,,,,,,,train
COC1(c2nccn2C)CCN(c2ncnc3ccsc23)CC1,5.09250825,,,,,,,,train
CC1(C)CN(C(=O)CCc2ccc(C#N)cc2)c2ccccc2O1,,4.96942175,,4.893073,,,,,val
CC(=O)NC1CCN(c2ncnc(N3CCC(NC(C)=O)C3)c2C)C1,3.25181425,3.18304348,,2.6156766399999998,,,,,train
O=C(Nc1cnn2cccnc12)C(=O)N1CCCCC1c1ccc(Br)cc1,,,,4.71803975,,,,,train
Cc1ccc(C(C)N(C)C(=O)NCc2cccc(Cn3cnc4ccccc43)c2)cc1,,,4.94109325,,,,,,train
Cc1c[nH]c(=O)c(CNC(=O)NC(c2ccccc2)C2CCCC2)c1,4.74436725,,4.2228855,,,,,,val
Cn1c(=O)oc2cc(S(=O)(=O)Nc3cnc(C(C)(C)C)nc3)ccc21,,4.3283729,,3.34000744,,,,,val
CC(C)CC1C(=O)NCCN1S(=O)(=O)c1c[nH]c2ncccc12,3.821102,4.1380375,,3.8600814800000003,,,,,train
CCCc1cc(C(=O)NC[C@]23CNC[C@@]2(C(F)(F)F)C3)[nH]n1,,,5.0724275,4.1161,,,,,train
CCc1noc(Cn2cnc3scc(-c4cccs4)c3c2=O)n1,5.27134025,,,,,,,,train
CC(c1nc(Cc2cccnc2)no1)N1CCc2ccccc21,5.127467,,,,,,,,train
Cc1cc(NC(c2ccccc2)c2nnc[nH]2)cc(C)c1Cl,,5.28290275,,5.41403775,,,,,train
Cc1cccc(-c2cncc(C(=O)Nc3ccccc3C(N)=O)c2)c1,6.17750775,,4.2482956000000005,,,,,,train
O=C(COC1CCCCC1)NCC1CCN(CCc2ccccc2)C1,,,4.819612,4.08527175,,,,,train
O=C(NCc1ccsc1)C1CCN(C(=O)c2ccccc2)CC1,,,,4.0086725,,,,,train
O=C(NC(c1ccccc1)c1ccc2[nH]cnc2c1)C1CCN(c2ccccc2F)C1,,,3.70315975,,,,,,val
O=C(Nc1cncc(Cl)c1)N1CCCC(c2ccn[nH]2)C1,4.84633226,,,,,,,,val
CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,,4.83345,,3.93559094,,,,,train
Cc1cccc2c(N3CCN(CC(=O)O)CC3)ncnc12,,,,2.26780996,,,,,train
Cn1c(=O)oc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cccc21,4.75163992,4.5754422,5.5858815,4.214827,,,,,train
CCN1CCN(C2CCN(Cc3nc(C(C)(C)C)co3)CC2)C1=O,,,,3.4408119400000006,,,,,train
CCc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccc(-c2noc(C(F)(F)F)n2)cc1,,,,5.01703402,,,,,val
CN1C(=O)CCC(C(=O)NCCc2ccc3c(c2)OCCO3)C1c1ccccc1,,4.2091313,,,,,,,train
CC(=O)N(C)c1cccc(NC(=O)C2(C(=O)O)CCC2)c1,,,,1.9480726400000001,,,,,val
Cn1cnnc1C1CCCN1c1cccc(-n2cnc3ccccc32)n1,4.26212975,,,4.18003025,,,,,train
CN(Cc1ccon1)C(=O)C1CCC(NC(=O)CC2CCCCC2)CC1,,4.25286834,,,,,,,train
CN(C)C(=O)NC1CCCN(S(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)C1,,,,3.52863425,,,,,train
O=C(Cc1c[nH]c2cc(Cl)ccc12)NC1CCc2ncccc2C1,,5.1106052,,4.9693415,,,,,train
CCN1CC[C@H]2OCCN(C(=O)c3n[nH]c4ccccc34)[C@H]2C1,4.0219715,,,3.1117733,,,,,train
CC(CN1CCN(c2ccccn2)CC1)NC(=O)c1c[nH]c2cccnc12,4.077581,4.2467309,,4.5854075,,,,,train
O=C1COc2c(NCCCOc3ccc(Cl)cc3)cc(Cl)cc2N1,5.455435,,,,,,,,val
Cc1ccc(C)c(-n2c(C)nnc2SCC(=O)NCCCn2cccn2)c1,,,4.5321495,,,,,,train
O=C(Nc1nnc[nH]1)c1ccn(-c2c(F)cccc2F)n1,4.63813575,,,3.0554680000000003,,,,,train
CC(C)Nc1ccc(C(=O)N2CCc3[nH]c4ccccc4c3C2)cn1,,,,4.6637985,,,,,train
Cc1cc2c(cc1C)C(C(=O)NCc1nnc3n1CCC(C(F)(F)F)C3)CO2,,,4.547142859999999,,,,,,train
COCC(NS(=O)(=O)c1cc(C)ccc1Cl)c1cccc(OC)c1,,,,6.586409,,,,,train
Cc1noc(C)c1C(C)c1nc(CCCOc2cccc3ccccc23)no1,5.52892125,,4.45952475,,,,,,train
O=C(C1=NOC(c2ccccc2)C1)N1CCC(Cc2nnn[nH]2)CC1,,4.2068835,,,,,,,train
COC(=O)c1n[nH]cc1NC(=O)c1cccc(C(F)(F)F)c1,5.66842975,,,,,,,,train
Cc1nocc1S(=O)(=O)Nc1cccc(S(=O)(=O)N(C)c2ccccc2)c1,,5.91686975,,,,,,,train
CC(Sc1ccc(C#N)cc1)C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,,,,4.44801675,,,,,train
CCn1c(SCC(=O)N(C)C2CCCCC2)nc2ccccc2c1=O,5.171327,,,,,,,,train
CC1C(=O)N(Cc2ccc(OC(F)(F)F)cc2)C(=O)N1C1CCC1,,4.53951334,,,,,,,train
N#Cc1c(C2CC2)n[nH]c1NS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2,,,3.33183775,,,,,,train
COc1ccccc1-c1cn(Cc2coc(C3CC3)n2)nn1,5.148082,,,,,,,,train
COc1cccc(C(C)C(=O)N2CCCC(c3cn(C)nn3)C2)c1,,4.142277,,,,,,,train
Cc1cccc(NC(=O)C2CCCN(Cc3csnn3)C2)n1,,3.97141876,4.485934,,,,,,train
CC(NC(=O)NCC1CCOC1(C)C)c1cc(Cl)ccc1Cl,,,,4.5758528,,,,,train
COc1ccccc1[C@H](O)CNC1CCc2cc(F)c(Cl)cc21,5.08126075,,6.22097925,,,,,,train
Cc1cc(NCc2cccnc2OC(C)C)n2nc(C)c(Br)c2n1,5.19239088,,,,,,,,train
CN(C)c1nccc2c1CCCN2C(=O)c1coc(C2CC2)n1,4.3044215,4.29900902,,4.03189475,,,,,train
COc1ccc2c(c1)CCN(C(=O)C(OC)c1ccccc1)CC2,,,,4.63315,,,,,train
CCc1ccc(C2COCCN2C(=O)c2ccc(N3CCC(C)=N3)cc2)o1,,,,4.2364565,,,,,train
COc1cccc(CNC(=O)CC2(N3CCOCC3)CCCC2)n1,4.02072825,,,,,,,,train
COc1cc(NC(=O)CN2CCN(c3cnn(C)c3)CC2)c(OC)cc1Cl,,4.4288954799999996,,,,,,,train
CCNC(=O)N1CCN(C(=O)c2cc(F)c(F)cc2F)CC1,,,,3.02229288,,,,,val
O=C(c1cccs1)N1CCC(CCN2CCOCC2)CC1,,,4.47292825,,,,,,train
Cn1cc(C(=O)NCC(C(=O)O)c2ccccc2)c(C2CCCCC2)n1,,,,2.83159362,,,,,train
CCn1ncc(Cl)c1-c1nc(Cc2ccccc2OC)no1,5.57432108,,,,,,,,train
Cc1[nH]c2ccccc2c1C(=O)NCc1ccc(-n2ccnc2)nc1,,,5.8171685,,,,,,train
Fc1ccc(OC2CCN(c3nnc(C(F)F)o3)CC2)c(F)c1,,,5.18995925,,,,,,train
CN(Cc1cn(C)nc1C(F)(F)F)C(=O)C1CCCc2c(O)cccc21,,,,4.283125,,,,,train
CN(CC1COc2ccccc2O1)C(=O)c1cc(N2CCOCC2)ccn1,,4.19339125,,,,,,,train
Cc1ccc(F)c(C(=O)N2CCc3nc[nH]c(=O)c3C2)c1,,,,2.98433234,,,,,val
Cc1cc(NC(=O)N2CCCCC2c2cn[nH]c2)nn1-c1ccccc1,,,4.4807606,,,,,,train
Cn1ccc2c(C(=O)Nc3ccc4c(c3)NC(=O)CC4)cccc21,4.48874284,,,4.14266488,,,,,train
CC(C(=O)NCC(F)(F)F)N1CCC(Cc2ccccc2)C1,,,5.18321,,,,,,train
CC1CN(CCNC(=O)Nc2ccnc(-c3ccccc3)c2)CCO1,,,,3.84704182,,,,,val
COc1cc(NC2CCN(c3cc(O)ncn3)CC2)cc(OC)c1,,4.4303765,,,,,,,train
CC(=O)NCC1CCCN(C(=O)c2cc(C)ccc2-n2cnnc2)C1,,,,3.56439778,,,,,train
CC(C)(C)c1ccccc1C(=O)N1CCC(Cn2ccnn2)CC1,,,4.7187133,,,,,,train
O=C1CCCCN1CC1CCN(C(=O)c2c[nH]cc2-c2ccccc2)CC1,,,,4.48256825,,,,,train
CC(C)(C)c1nc(CCNC(=O)C(c2cccc(F)c2)N2CCOCC2)cs1,,,,5.1680575,,,,,val
Cn1cc(NC(=O)C2CCCN2C(=O)c2ccccc2O)cn1,,,,2.59660112,,,,,train
CN(C)C(=O)c1ccc(NCc2ccc(-n3ccnc3)c(F)c2)nc1,5.52169675,,5.17032676,,,,,,train
CCN(C(=O)Cc1cnn(C)c1)C1CCN(C(C)c2ccccc2)C1,,,5.4249795,,,,,,train
COc1cccc(CNC(=O)N2CCCC(c3ccnn3C)C2)c1OC,,4.21354296,,,,,,,train
CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,,,,4.1900705,,,,,train
O=C(CNC(=O)c1cccs1)NCc1ccccc1-n1ccnc1,,,4.7677915,,,,,,train
CCOc1ccc(OCC(=O)N2CCN(c3nnc(C)n3C)CC2)cc1,,,,3.2377867800000004,,,,,train
Cc1cnn(CCC(=O)N2CCCN(C(=O)c3ccc(Cl)cc3)CC2)c1,,4.3043290999999995,,4.14980888,,,,,val
CC(C)CC1(CO)CCCN1C(=O)NCC(C)(C)c1cccs1,,4.72178875,4.33274125,,,,,,train
COc1ccc2oc(C)c(C(=O)NCC3(N(C)C)Cc4ccccc4C3)c2c1,,,6.43013275,,,,,,train
CCc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3OC(F)F)CC2)cc1,,5.01794278,,5.37394825,,,,,train
CC(C)(C)CCN1CCN(C(=O)c2nnc3ccccc3n2)CC1,,4.016381040000001,,,,,,,train
Cc1cc(F)ccc1[C@H](C)n1cc(C(C)(O)Cc2ccccc2)nn1,,4.82686314,,4.67902242,,,,,train
COc1ccc2c(c1)[C@H](n1cc(-c3ccccc3OC)nn1)CCO2,5.110067,,,,,,,,train
CNC(=O)C(CNC(=O)Nc1ccc(Cl)cc1)Cc1ccc(C(F)(F)F)cc1,,,3.6653515,,,,,,train
CCc1ccc(NC(=O)CN2CC(=O)N(C)c3ccccc3C2)cc1,,,5.50762,,,,,,train
Cn1nccc1C1CCN(C(=O)Cc2ccc3cn[nH]c3c2)CC1,,,,4.281823579999999,,,,,train
